Date,EnquiryType,Postcode sector,Ward Lookup or Given,What assistance do you require?,How urgent is your need?,,,,,,,
13/08/2020 00:00,Assistance required - non eligibility,LS11 8,Beeston & Holbeck,,,,,,,,,
13/08/2020 00:00,Assistance required - non eligibility,LS8 4,Gipton & Harehills,Food parcel,Red - Required within 24 hours,,,,,,,
13/08/2020 00:00,Assistance required - non eligibility,LS8 3,Gipton & Harehills,Food parcel,Red - Required within 24 hours,,,,,,,
13/08/2020 00:00,Assistance required - non eligibility,LS1 4,Hunslet & Riverside,Pick up a prescription,Red - Required within 24 hours,,,,,,,
13/08/2020 00:00,Assistance required - non eligibility,LS15 7,Temple Newsam,Food parcel,Red - Required within 24 hours,,,,,,,
13/08/2020 00:00,Assistance required - non eligibility,LS8 5,Gipton & Harehills,Food parcel,Red - Required within 24 hours,,,,,,,
13/08/2020 00:00,Assistance required - non eligibility,LS8 3,Gipton & Harehills,Food parcel,Red - Required within 24 hours,,,,,,,
13/08/2020 00:00,Assistance required - non eligibility,LS12 5,Farnley & Wortley,Food parcel,Red - Required within 24 hours,,,,,,,
13/08/2020 00:00,Assistance required - non eligibility,LS17 7,Alwoodley,Food parcel,Red - Required within 24 hours,,,,,,,
13/08/2020 00:00,Assistance required - non eligibility,LS4 2,Kirkstall,Food parcel,Red - Required within 24 hours,,,,,,,
13/08/2020 00:00,Assistance required - non eligibility,LS13 3,Bramley & Stanningley,Food parcel,Red - Required within 24 hours,,,,,,,
13/08/2020 00:00,Assistance required - non eligibility,LS19 7,Guiseley & Rawdon,Food parcel,Red - Required within 24 hours,,,,,,,
13/08/2020 00:00,Assistance required - non eligibility,LS7 2,Chapel Allerton,Help with food and essential shopping,Red - Required within 24 hours,,,,,,,
13/08/2020 00:00,Assistance required - non eligibility,LS7 2,Chapel Allerton,,,,,,,,,
13/08/2020 00:00,Assistance required - non eligibility,LS15 8,Cross Gates & Whinmoor,Pick up a prescription,Amber - Required in 2-6 days,,,,,,,
13/08/2020 00:00,Assistance required - non eligibility,LS9 7,Burmantofts & Richmond Hill,Food parcel,Red - Required within 24 hours,,,,,,,
13/08/2020 00:00,Assistance required - non eligibility,LS7 4,Chapel Allerton,Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
13/08/2020 00:00,Declined Help,LS12 2,Armley,,,,,,,,,
13/08/2020 00:00,Declined Help,LS8 2,Roundhay,,,,,,,,,
13/08/2020 00:00,Referral to LWSS,LS26 8,Rothwell,,,,,,,,,
13/08/2020 00:00,Referral to LWSS,LS8 3,Gipton & Harehills,,,,,,,,,
13/08/2020 00:00,Referral to LWSS,LS8 3,Gipton & Harehills,,,,,,,,,
12/08/2020 00:00,1st Request - Assistance Required,LS28 8,Calverley & Farsley,"Food parcel|Sanitary products, incontinence products or condoms",Red - Required within 24 hours,,,,,,,
12/08/2020 00:00,1st Request - Assistance Required,LS16 6,Adel & Wharfedale,Food parcel,Red - Required within 24 hours,,,,,,,
12/08/2020 00:00,1st Request - Assistance Required,LS6 2,Headingley & Hyde Park,Food parcel,Amber - Required in 2-6 days,,,,,,,
12/08/2020 00:00,1st Request - Assistance Required,LS19 7,Otley & Yeadon,Food parcel,Red - Required within 24 hours,,,,,,,
12/08/2020 00:00,1st Request - Assistance Required,LS12 5,Farnley & Wortley,Food parcel,Red - Required within 24 hours,,,,,,,
12/08/2020 00:00,2nd Request - Assistance required,LS16 7,Adel & Wharfedale,Food parcel,Red - Required within 24 hours,,,,,,,
12/08/2020 00:00,2nd Request - Assistance required,LS10 3,Middleton Park,Food parcel,Red - Required within 24 hours,,,,,,,
12/08/2020 00:00,3rd Request - Assistance Required,LS8 2,Moortown,Food parcel,Red - Required within 24 hours,,,,,,,
12/08/2020 00:00,3rd Request - Assistance Required,LS9 8,Burmantofts & Richmond Hill,Food parcel,Red - Required within 24 hours,,,,,,,
12/08/2020 00:00,3rd Request - Assistance Required,LS9 7,Burmantofts & Richmond Hill,Food parcel,Red - Required within 24 hours,,,,,,,
12/08/2020 00:00,4th Request - Assistance Required,LS4 2,Kirkstall,Food parcel,Red - Required within 24 hours,,,,,,,
12/08/2020 00:00,4th Request - Assistance Required,LS12 2,Armley,,,,,,,,,
12/08/2020 00:00,Assistance required - non eligibility,LS17 7,Alwoodley,Help with food and essential shopping,Red - Required within 24 hours,,,,,,,
12/08/2020 00:00,Assistance required - non eligibility,LS15 4,Harewood,Pick up a prescription,Red - Required within 24 hours,,,,,,,
12/08/2020 00:00,Assistance required - non eligibility,LS11 0,Beeston & Holbeck,Food parcel,Red - Required within 24 hours,,,,,,,
12/08/2020 00:00,Assistance required - non eligibility,LS13 3,Bramley & Stanningley,Pick up a prescription,Red - Required within 24 hours,,,,,,,
12/08/2020 00:00,Assistance required - non eligibility,LS11 5,Hunslet & Riverside,Food parcel,Red - Required within 24 hours,,,,,,,
12/08/2020 00:00,Assistance required - non eligibility,LS8 4,Roundhay,Help with food and essential shopping,Red - Required within 24 hours,,,,,,,
12/08/2020 00:00,Assistance required - non eligibility,LS6 1,Little London & Woodhouse,Help with food and essential shopping,Amber - Required in 2-6 days,,,,,,,
12/08/2020 00:00,Assistance required - non eligibility,LS13 2,Bramley & Stanningley,Food parcel,Red - Required within 24 hours,,,,,,,
12/08/2020 00:00,Assistance required - non eligibility,LS28 8,Pudsey,Food parcel,Red - Required within 24 hours,,,,,,,
12/08/2020 00:00,Assistance required - non eligibility,LS8 2,Roundhay,Food parcel|Baby products,Red - Required within 24 hours,,,,,,,
12/08/2020 00:00,Assistance required - non eligibility,LS28 7,Pudsey,Food parcel,Amber - Required in 2-6 days,,,,,,,
12/08/2020 00:00,Assistance required - non eligibility,LS28 7,Pudsey,Food parcel,Red - Required within 24 hours,,,,,,,
12/08/2020 00:00,Assistance required - non eligibility,LS7 1,Little London & Woodhouse,Help with food and essential shopping,Amber - Required in 2-6 days,,,,,,,
12/08/2020 00:00,Assistance required - non eligibility,LS8 4,Gipton & Harehills,,,,,,,,,
12/08/2020 00:00,Assistance required - non eligibility,LS13 2,Bramley & Stanningley,Food parcel,Red - Required within 24 hours,,,,,,,
12/08/2020 00:00,Assistance required - non eligibility,LS10 3,Middleton Park,Food parcel,Red - Required within 24 hours,,,,,,,
12/08/2020 00:00,Assistance required - non eligibility,LS23 6,Wetherby,Pick up a prescription,Red - Required within 24 hours,,,,,,,
12/08/2020 00:00,Assistance required - non eligibility,LS8 4,Gipton & Harehills,Food parcel,Red - Required within 24 hours,,,,,,,
12/08/2020 00:00,Assistance required - non eligibility,LS12 3,Armley,Food parcel,Red - Required within 24 hours,,,,,,,
12/08/2020 00:00,No further assistance,LS9 7,Burmantofts & Richmond Hill,,,,,,,,,
12/08/2020 00:00,Outbound - voicemail callback,,,,,,,,,,,
12/08/2020 00:00,Referral to LWSS,LS9 6,Gipton & Harehills,,,,,,,,,
12/08/2020 00:00,Shielding Pause,LS9 7,Burmantofts & Richmond Hill,,,,,,,,,
11/08/2020 00:00,1st Request - Assistance Required,LS10 4,Middleton Park,Food parcel,Red - Required within 24 hours,,,,,,,
11/08/2020 00:00,1st Request - Assistance Required,LS16 5,Kirkstall,Food parcel,Red - Required within 24 hours,,,,,,,
11/08/2020 00:00,1st Request - Assistance Required,LS11 8,Beeston & Holbeck,Food parcel,Red - Required within 24 hours,,,,,,,
11/08/2020 00:00,1st Request - Assistance Required,,,,,,,,,,,
11/08/2020 00:00,1st Request - Assistance Required,LS8 5,Gipton & Harehills,Food parcel,Red - Required within 24 hours,,,,,,,
11/08/2020 00:00,1st Request - Assistance Required,LS16 5,Kirkstall,Food parcel,Green - Required in 7 days or more,,,,,,,
11/08/2020 00:00,2nd Request - Assistance required,LS27 8,Morley South,Food parcel,Red - Required within 24 hours,,,,,,,
11/08/2020 00:00,2nd Request - Assistance required,LS17 9,Harewood,Food parcel,Red - Required within 24 hours,,,,,,,
11/08/2020 00:00,2nd Request - Assistance required,LS7 4,Chapel Allerton,Food parcel,Red - Required within 24 hours,,,,,,,
11/08/2020 00:00,2nd Request - Assistance required,LS15 0,Temple Newsam,Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
11/08/2020 00:00,2nd Request - Assistance required,LS7 2,Chapel Allerton,Food parcel,Red - Required within 24 hours,,,,,,,
11/08/2020 00:00,3rd Request - Assistance Required,LS9 7,Burmantofts & Richmond Hill,Food parcel,Red - Required within 24 hours,,,,,,,
11/08/2020 00:00,4th Request - Assistance Required,LS9 7,Gipton & Harehills,Food parcel,Red - Required within 24 hours,,,,,,,
11/08/2020 00:00,Assistance required - non eligibility,LS2 8,Little London & Woodhouse,Pick up a prescription,Red - Required within 24 hours,,,,,,,
11/08/2020 00:00,Assistance required - non eligibility,LS25 7,Kippax & Methley,Pick up a prescription,Red - Required within 24 hours,,,,,,,
11/08/2020 00:00,Assistance required - non eligibility,LS2 7,Little London & Woodhouse,Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
11/08/2020 00:00,Assistance required - non eligibility,LS12 5,Farnley & Wortley,Food parcel,Red - Required within 24 hours,,,,,,,
11/08/2020 00:00,Assistance required - non eligibility,LS10 3,Middleton Park,Food parcel,Red - Required within 24 hours,,,,,,,
11/08/2020 00:00,Assistance required - non eligibility,LS11 8,Beeston & Holbeck,Food parcel,Red - Required within 24 hours,,,,,,,
11/08/2020 00:00,Assistance required - non eligibility,LS7 3,Chapel Allerton,Food parcel,Red - Required within 24 hours,,,,,,,
11/08/2020 00:00,Assistance required - non eligibility,LS11 5,Hunslet & Riverside,Food parcel,Red - Required within 24 hours,,,,,,,
11/08/2020 00:00,Assistance required - non eligibility,LS14 1,Killingbeck & Seacroft,Food parcel,Red - Required within 24 hours,,,,,,,
11/08/2020 00:00,Assistance required - non eligibility,WF3 1,Ardsley & Robin Hood,Food parcel,Red - Required within 24 hours,,,,,,,
11/08/2020 00:00,Assistance required - non eligibility,LS13 2,Bramley & Stanningley,Food parcel,Red - Required within 24 hours,,,,,,,
11/08/2020 00:00,Assistance required - non eligibility,LS13 2,Bramley & Stanningley,,,,,,,,,
11/08/2020 00:00,Assistance required - non eligibility,LS8 5,Gipton & Harehills,Food parcel,Red - Required within 24 hours,,,,,,,
11/08/2020 00:00,Assistance required - non eligibility,LS5 3,Kirkstall,Help with food and essential shopping,Red - Required within 24 hours,,,,,,,
11/08/2020 00:00,Assistance required - non eligibility,LS23 6,Wetherby,Help with food and essential shopping,Amber - Required in 2-6 days,,,,,,,
11/08/2020 00:00,Assistance required - non eligibility,LS8 5,Gipton & Harehills,Food parcel,Red - Required within 24 hours,,,,,,,
11/08/2020 00:00,Assistance required - non eligibility,LS27 9,Morley South,Pick up a prescription,Red - Required within 24 hours,,,,,,,
11/08/2020 00:00,Assistance required - non eligibility,LS9 8,Burmantofts & Richmond Hill,Food parcel,Red - Required within 24 hours,,,,,,,
11/08/2020 00:00,Assistance required - non eligibility,LS16 5,Kirkstall,Help with food and essential shopping,Red - Required within 24 hours,,,,,,,
11/08/2020 00:00,Declined Help,LS17,,,,,,,,,,
11/08/2020 00:00,Referral to LWSS,LS19 6,Horsforth,,,,,,,,,
11/08/2020 00:00,Referral to LWSS,LS13 4,Armley,,,,,,,,,
11/08/2020 00:00,Referral to LWSS,LS12 3,Armley,,,,,,,,,
11/08/2020 00:00,Referral to LWSS,LS9 6,Gipton & Harehills,,,,,,,,,
11/08/2020 00:00,Referral to LWSS,LS11 6,Hunslet & Riverside,,,,,,,,,
11/08/2020 00:00,Referral to LWSS,LS7 2,Chapel Allerton,,,,,,,,,
11/08/2020 00:00,Shielding Pause,LS13 2,Bramley & Stanningley,,,,,,,,,
11/08/2020 00:00,Shielding Pause,LS23 6,Wetherby,,,,,,,,,
10/08/2020 00:00,1st Request - Assistance Required,LS13 4,Pudsey,Food parcel,Red - Required within 24 hours,,,,,,,
10/08/2020 00:00,1st Request - Assistance Required,LS12 3,Armley,Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
10/08/2020 00:00,1st Request - Assistance Required,LS8 5,Gipton & Harehills,"Food parcel|Baby products|Sanitary products, incontinence products or condoms",Red - Required within 24 hours,,,,,,,
10/08/2020 00:00,1st Request - Assistance Required,LS13 4,Farnley & Wortley,Food parcel,Red - Required within 24 hours,,,,,,,
10/08/2020 00:00,1st Request - Assistance Required,LS10 4,Middleton Park,Food parcel|Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
10/08/2020 00:00,1st Request - Assistance Required,LS14 2,Cross Gates & Whinmoor,Food parcel,Red - Required within 24 hours,,,,,,,
10/08/2020 00:00,2nd Request - Assistance required,LS16 6,Weetwood,Food parcel,Red - Required within 24 hours,,,,,,,
10/08/2020 00:00,2nd Request - Assistance required,LS13 2,Bramley & Stanningley,Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
10/08/2020 00:00,2nd Request - Assistance required,LS7 2,Weetwood,Food parcel,Red - Required within 24 hours,,,,,,,
10/08/2020 00:00,2nd Request - Assistance required,LS12 5,Farnley & Wortley,Food parcel,Red - Required within 24 hours,,,,,,,
10/08/2020 00:00,2nd Request - Assistance required,LS11 6,Hunslet & Riverside,Food parcel|Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
10/08/2020 00:00,2nd Request - Assistance required,LS6 3,Kirkstall,Food parcel,Red - Required within 24 hours,,,,,,,
10/08/2020 00:00,2nd Request - Assistance required,LS13 4,Pudsey,Food parcel,Amber - Required in 2-6 days,,,,,,,
10/08/2020 00:00,3rd Request - Assistance Required,LS10 3,Middleton Park,Food parcel,Red - Required within 24 hours,,,,,,,
10/08/2020 00:00,3rd Request - Assistance Required,LS11 6,Hunslet & Riverside,Food parcel,Red - Required within 24 hours,,,,,,,
10/08/2020 00:00,3rd Request - Assistance Required,LS11 8,Beeston & Holbeck,Food parcel,Red - Required within 24 hours,,,,,,,
10/08/2020 00:00,3rd Request - Assistance Required,LS8 1,Roundhay,Food parcel,Red - Required within 24 hours,,,,,,,
10/08/2020 00:00,3rd Request - Assistance Required,WF3 1,Ardsley & Robin Hood,Food parcel,Red - Required within 24 hours,,,,,,,
10/08/2020 00:00,4th Request - Assistance Required,LS12 5,Farnley & Wortley,Food parcel,Red - Required within 24 hours,,,,,,,
10/08/2020 00:00,Assistance required - non eligibility,LS8 2,Roundhay,Help with food and essential shopping|Food parcel|Baby products,Red - Required within 24 hours,,,,,,,
10/08/2020 00:00,Assistance required - non eligibility,LS4 2,Kirkstall,,,,,,,,,
10/08/2020 00:00,Assistance required - non eligibility,LS13 2,Bramley & Stanningley,Food parcel,Red - Required within 24 hours,,,,,,,
10/08/2020 00:00,Assistance required - non eligibility,LS27 0,Morley South,Food parcel,Amber - Required in 2-6 days,,,,,,,
10/08/2020 00:00,Assistance required - non eligibility,LS9 6,Gipton & Harehills,Food parcel,Red - Required within 24 hours,,,,,,,
10/08/2020 00:00,Assistance required - non eligibility,LS12 2,Armley,Pick up a prescription,Red - Required within 24 hours,,,,,,,
10/08/2020 00:00,Assistance required - non eligibility,LS18 5,Horsforth,Help with food and essential shopping,Red - Required within 24 hours,,,,,,,
10/08/2020 00:00,Assistance required - non eligibility,LS7 3,Chapel Allerton,Help with food and essential shopping,Red - Required within 24 hours,,,,,,,
10/08/2020 00:00,Assistance required - non eligibility,LS23 6,Wetherby,,,,,,,,,
10/08/2020 00:00,Assistance required - non eligibility,LS23 6,Wetherby,,,,,,,,,
10/08/2020 00:00,Assistance required - non eligibility,LS11 6,Hunslet & Riverside,Help with food and essential shopping,Red - Required within 24 hours,,,,,,,
10/08/2020 00:00,Assistance required - non eligibility,WF10 2,Kippax & Methley,Pick up a prescription,Red - Required within 24 hours,,,,,,,
10/08/2020 00:00,Assistance required - non eligibility,WF3 1,Ardsley & Robin Hood,Food parcel,Red - Required within 24 hours,,,,,,,
10/08/2020 00:00,Assistance required - non eligibility,LS7 4,Chapel Allerton,Food parcel,Red - Required within 24 hours,,,,,,,
10/08/2020 00:00,Assistance required - non eligibility,LS7 4,Chapel Allerton,Food parcel,Red - Required within 24 hours,,,,,,,
10/08/2020 00:00,Assistance required - non eligibility,LS13 4,Pudsey,Food parcel,Amber - Required in 2-6 days,,,,,,,
10/08/2020 00:00,Assistance required - non eligibility,LS8 1,Roundhay,Food parcel,Red - Required within 24 hours,,,,,,,
10/08/2020 00:00,Assistance required - non eligibility,LS28 8,Pudsey,Food parcel,Red - Required within 24 hours,,,,,,,
10/08/2020 00:00,Assistance required - non eligibility,LS25 7,Kippax & Methley,Pick up a prescription,Red - Required within 24 hours,,,,,,,
10/08/2020 00:00,Assistance required - non eligibility,LS8 5,Gipton & Harehills,Food parcel,Red - Required within 24 hours,,,,,,,
10/08/2020 00:00,Assistance required - non eligibility,LS7 2,Chapel Allerton,Help with food and essential shopping,Red - Required within 24 hours,,,,,,,
10/08/2020 00:00,Assistance required - non eligibility,LS9 6,Gipton & Harehills,Food parcel,Red - Required within 24 hours,,,,,,,
10/08/2020 00:00,Assistance required - non eligibility,LS8 4,Gipton & Harehills,Food parcel,Amber - Required in 2-6 days,,,,,,,
10/08/2020 00:00,Assistance required - non eligibility,LS7 3,Chapel Allerton,Food parcel,Red - Required within 24 hours,,,,,,,
10/08/2020 00:00,Assistance required - non eligibility,WF10 2,Kippax & Methley,Food parcel,Red - Required within 24 hours,,,,,,,
10/08/2020 00:00,No further assistance,LS16 7,Adel & Wharfedale,,,,,,,,,
10/08/2020 00:00,Referral to LWSS,LS16 6,Weetwood,,,,,,,,,
10/08/2020 00:00,Referral to LWSS,LS10 4,Middleton Park,,,,,,,,,
10/08/2020 00:00,Referral to LWSS,LS14 6,Killingbeck & Seacroft,,,,,,,,,
10/08/2020 00:00,Referral to LWSS,LS9 0,Temple Newsam,,,,,,,,,
10/08/2020 00:00,Referral to LWSS,LS6 2,Headingley & Hyde Park,,,,,,,,,
10/08/2020 00:00,Referral to LWSS,LS14 2,Cross Gates & Whinmoor,,,,,,,,,
10/08/2020 00:00,Shielded Cohort - Inbound,LS20 9,Guiseley & Rawdon,,,,,,,,,
